,index,Unnamed: 0,sample_id,date,group,sample_type,qaqc_type,Au,As,Sb,Ag,Ba,Bi,Ca,Cd,Cl,Co,Cr,Cu,Fe,Hg,K,Mn,Mo,Ni,P,Pb,Rb,S,Se,Sn,Sr,Ti,U,V,Zn,Zr,Nb,Pd,Pt,Rh,Y,La,Ce,Pr,Nd,Sm,comments
131,147,147,GR1-046,2021-10-29,group 1,soil,sample,4.0,16.999054450899635,<1.7869220549759781,<9.758418805395854,554.1916893721411,<4.26929417764139,21433.179955945736,<nan,2461.0,58.374151647369416,<61.11209177967383,13.85544191827201,81357.85792748553,-15.5,9925.294139938533,1593.1622892010012,<2.4797694423678664,291.0974006503137,2721.9050742701033,29.35335126614773,39.00384871633937,<1888.1967632959377,<nan,<5.342780803987754,982.6527516999454,14587.937609721432,5.6788198553448,264.24945151012696,191.87669142313592,4131.977309663711,91.93895435082419,4.0,20.2,1.3,35.184143978307745,52.46259141541465,71.8904109589041,0.9020848375888616,24.83095305476933,-10.628803800633442,
132,148,148,GR1-045,2021-10-29,group 1,soil,sample,5.8,15.8111317625269,<1.7869220549759781,<9.758418805395854,373.1127238179148,<4.26929417764139,27771.484272601414,<nan,2255.0,68.73576734458389,<61.11209177967383,25.516728948163305,86126.32230754138,-13.1,5712.045030837024,1885.8165739382623,<2.4797694423678664,332.26312464566143,3099.781955206306,35.01318738625897,34.3198863055086,2975.2861272533773,<nan,<5.342780803987754,997.6486406075815,10906.981493194546,6.65790809172735,218.1743924763367,148.2730623047828,2743.568133516691,79.0862223744106,2.5,12.0,0.6,53.77922846841108,106.99400890077997,40.93150684931505,-1.11308537548641,16.41247636200545,-10.006870811801967,
133,149,149,TE2-038,2021-10-29,group 1,soil,sample,0.9,25.31451326950877,<1.7869220549759781,<9.758418805395854,555.2631625411011,<4.26929417764139,33423.43805826133,<nan,2071.0,42.83172810154774,<61.11209177967383,20.87380911218807,68484.01938828576,-5.7,5373.7284978435,827.4503935185787,<2.4797694423678664,253.09827080845426,3768.995819943795,90.00792835333982,49.368361284986186,3542.2282971057493,<nan,<5.342780803987754,1071.556950223788,13080.948534887377,6.290750003083893,253.12788553645342,165.04368888876476,<1868.0650950673244,44.84827248766176,3.4,8.9,1.4,31.53153809632317,40.34449864088903,77.91780821917807,1.1179959318469264,20.2007908737492,-11.872669778296384,
134,150,150,GR1-032,2021-10-29,group 1,soil,sample,3.6,12.2473636974087,3.4547712306993645,<9.758418805395854,406.3283920556723,<4.26929417764139,14114.060953053842,<nan,1661.0,<30.441780568272534,<61.11209177967383,18.93026127387285,57523.99675179825,-8.9,8033.138101839031,660.0761964256932,<2.4797694423678664,183.43319943171193,975.9836544025551,63.68969039482257,44.18610500066278,<1888.1967632959377,<nan,<5.342780803987754,608.8266639310176,6644.420589566809,6.902680150822988,165.7441528861616,152.4657189507783,2302.803315692241,44.740266336599454,3.4,9.7,1.3,71.26746269124635,62.56100206085267,61.75342465753423,3.2051365096748863,18.096171700558227,-7.519138856476079,
135,151,151,GR1-026,2021-10-29,group 1,soil,sample,1.05,22.344706548576937,3.4547712306993645,,291.14502639248093,,4589.757026402338,,447.0,,,9.806383921781979,28136.938990146362,-8.25,4099.000132457181,169.98049356089646,8.079280726385424,91.60196898055156,713.8433834696027,80.10321514314515,30.732170416361626,,,,264.45678651637496,4633.5773020542965,7.392224269014265,45.79011988439737,37.1257346194423,7768.287056715428,36.42379270480242,6.75,11.4,1.9000000000000001,16.146319381297214,41.35433970543283,88.1917808219178,-1.5449075640025396,20.51648374972784,-9.073971328554759,
136,152,152,GR1-039,2021-10-29,group 1,soil,sample,2.4,11.059441009035966,1.8381993642143506,<9.758418805395854,438.47258712446984,<4.26929417764139,19968.184158729582,<nan,1217.0,<30.441780568272534,<61.11209177967383,19.038236153779252,44656.92679227209,-5.5,7026.646416183294,1083.0217723131045,<2.4797694423678664,148.60066374334076,2018.0332410198441,35.767832202273794,42.09327073199371,<1888.1967632959377,<nan,<5.342780803987754,648.4586560440557,5417.943391080216,6.045977943988255,103.78114246140922,124.79418508720804,3889.5566598602627,25.731183749634802,2.3,10.3,0.7,24.004956278900405,21.157518414556783,66.95890410958903,1.9096699441264975,20.2007908737492,-17.47006667777963,
137,153,153,GR1-043,2021-10-29,group 1,soil,sample,3.3,39.569585529981566,4.53248580835604,<9.758418805395854,569.1923137375801,<4.26929417764139,17572.18353238257,<nan,917.0,<30.441780568272534,<61.11209177967383,32.31914638226656,37499.999859892305,-20.3,5101.8669981165585,632.013456793353,<2.4797694423678664,94.76856313403987,1372.3447852122354,166.8873689848508,28.041383499501396,<1888.1967632959377,<nan,<5.342780803987754,1819.2091257616435,16035.47036293836,12.654823539570474,211.81921191995187,97.37421062239751,2985.988783320139,126.71693499288453,3.6,15.1,0.9,36.2909942455758,46.40354502815184,79.56164383561642,0.6861737433307967,21.67402429498288,-10.006870811801967,
138,154,154,TE2-W14,2021-10-29,group 1,sediment,sample,8.35,7.495672943917766,2.9159139418710267,13.801645769957426,501.6895040931051,,72426.75366544555,,3402.5,143.2596956283956,,28.863950225261732,127111.3413399182,-17.45,6269.663173610281,3165.6779493132017,,549.1748241596092,5633.489501783821,12.656834711819572,11.747173836292228,2668.783016676939,,10.894270980084162,1529.4671293676752,25707.413142924153,,439.81131438025875,196.48861373373097,3371.6579989165334,137.19353164592752,1.75,17.0,0.75,108.95571429172361,182.73208874156518,-22.35616438356169,1.6577736674920884,26.725110310641206,-2.5436749458243053,Is there also a water sample associated with this sample? 
139,155,155,GR1-047,2021-10-29,group 1,soil,sample,5.2,14.623209074154166,<1.7869220549759781,<9.758418805395854,522.0474943033436,<4.26929417764139,40284.01337662456,<nan,2707.0,60.36677005067989,<61.11209177967383,24.113055509380096,90053.79066315161,-15.4,3896.0102126610655,2241.6120228482887,<2.4797694423678664,297.4305889572903,2153.7244389546895,42.18231313839986,21.962198242891247,4521.975234381878,<nan,<5.342780803987754,1402.5376411137554,16349.52170276215,6.290750003083893,310.3245105439172,224.57941326190078,1928.1532205414578,103.17159406130331,1.9,11.6,1.4,54.996763762405934,75.6889358999221,52.98630136986299,2.9172550506641333,24.199567302812042,-7.519138856476079,
140,156,156,GR1-037,2021-10-29,group 1,soil,sample,1.1,33.6299720881179,1.8381993642143506,<9.758418805395854,539.1910650067023,<4.26929417764139,13090.028890799753,<nan,981.0,<30.441780568272534,<61.11209177967383,19.470135673404858,39564.41666034232,-5.7,9960.334066570005,936.6946299444741,<2.4797694423678664,78.93559236659843,1335.166237171264,56.143242234674254,59.334238754838886,<1888.1967632959377,<nan,<5.342780803987754,465.29458438650096,5161.061591272894,<4.808030478491732,94.24837162683193,125.63271641640713,2589.300447278134,24.975140692198707,2.1,11.6,0.6,17.474539702018877,30.246087995451003,85.04109589041096,4.28469198096521,20.2007908737492,-2.5436749458243035,
141,157,157,TE2-039,2021-10-29,group 1,soil,sample,3.7,14.623209074154166,1.8381993642143506,<9.758418805395854,381.68450916959415,<4.26929417764139,14932.99360369767,<nan,1829.0,48.41105963081705,<61.11209177967383,12.667718239301601,64894.980016355854,-13.3,8324.331974879888,728.2285641042334,<2.4797694423678664,284.76421234333714,688.6375881875881,44.82356999445178,30.732170416361626,<1888.1967632959377,<nan,<5.342780803987754,694.517457688938,14992.697953038014,6.045977943988255,194.34246538989348,76.7463399240997,6115.418989873739,91.3989235955127,3.1,23.1,1.7,22.344680877998325,<20.559599300125416,85.58904109589041,-0.033529904196086036,15.991552527367256,-3.7875409234872492,
142,158,158,GR1-048,2021-10-29,group 1,soil,sample,-0.9,16.999054450899635,3.993628519527703,<9.758418805395854,442.75847980030954,<4.26929417764139,8677.461549584705,<nan,1535.0,<30.441780568272534,<61.11209177967383,19.68608543321766,54208.23878419022,-3.5,10279.318226249616,316.307635929527,4.9571133413852095,202.43276435264164,818.8675304779971,84.25376163122674,39.70146013922906,<1888.1967632959377,<nan,<5.342780803987754,326.0470445298803,8032.497021166614,<4.808030478491732,146.67861121700702,78.17184318373816,7812.363538497873,31.56351590699896,3.6,16.5,0.7,18.13864986237971,43.374021834520434,90.24657534246575,2.7733143211587565,21.463562377663777,-4.40947391231872,
143,163,163,oreas24b,2021-10-31,group 2,standard,standard,2.4,5.9,<1.7869220549759781,30.0,678.0,21.0,10357.0,<nan,1071.0,<30.441780568272534,156.0,33.8,42854.0,-2.0,<2772.1587834927814,454.0,4.8,10.0,<644.9313652728606,20.7,161.0,2406.0,<nan,<5.342780803987754,117.0,4930.0,<4.808030478491732,115.0,98.4,<1868.0650950673244,21.8,0.3,15.1,-0.3,44.9,35.0,59.0,<-5.108256281669303,70.0,14.0,
144,164,164,oreas22d,2021-10-31,group 2,standard,standard,-0.5,<2.6244869705522516,<1.7869220549759781,<9.758418805395854,<13.02893554594495,<4.26929417764139,<1432.6020872593424,<nan,-415.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,<3728.128329156112,-2.6,<2772.1587834927814,<95.17841694569336,2.8,8.2,<644.9313652728606,<7.28235335780706,<2.401769717040935,<1888.1967632959377,<nan,<5.342780803987754,<5.793869495134919,<2040.0531359708095,<4.808030478491732,<28.595683828969484,<34.1266135646,<1868.0650950673244,<6.528570679765783,0.8,-1.5,0.0,<10.34278054504528,<20.559599300125416,6.0,20.0,9.0,2.0,
145,165,165,oreas24c,2021-10-31,group 2,standard,standard,1.9,<2.6244869705522516,2.0,72.0,272.0,5.8,80751.0,<nan,2477.0,30.8,225.0,45.0,83481.0,1.3,11018.0,1071.0,2.8,32.0,1052.0,<7.28235335780706,18.8,<1888.1967632959377,<nan,<5.342780803987754,403.0,12042.0,<4.808030478491732,126.0,96.9,<1868.0650950673244,24.0,-0.2,18.1,0.2,32.2,<20.559599300125416,-9.0,<-5.108256281669303,58.0,-5.0,
146,166,166,oreas45e,2021-10-31,group 2,standard,standard,3.0,16.0,<1.7869220549759781,97.0,275.0,43.0,<1432.6020872593424,<nan,,<30.441780568272534,<61.11209177967383,<5.988465004863517,<3728.128329156112,3.0,7800.0,578.0,3.0,<-87.9928841881601,<644.9313652728606,28.0,19.1,2399.0,<nan,8.0,15.6,9146.0,14.5,254.0,53.0,<1868.0650950673244,23.5,5.7,10.0,1.1,25.3,<20.559599300125416,10.0,<-5.108256281669303,19.0,18.0,
147,167,167,TE2-027,2021-10-31,group 2,soil,sample,1.3,41.94543090672703,4.53248580835604,<9.758418805395854,347.3973677628767,<4.26929417764139,11770.067677508,<nan,1145.0,<30.441780568272534,<61.11209177967383,23.033306710316086,43230.4486260595,-12.1,8975.591300892424,1178.2346389228298,<2.4797694423678664,113.76812805496958,817.1871441258628,84.25376163122674,69.49943377408864,<1888.1967632959377,<nan,<5.342780803987754,405.31102875595667,5391.264272405865,6.65790809172735,91.07078134863949,171.75193952235756,6357.839639677186,58.133029068324554,4.4,12.7,1.1,26.218656813436514,<20.559599300125416,83.39726027397259,1.1899662965996147,17.67524786592003,-2.5436749458243035,
148,168,168,GR1-W08,2021-10-31,group 2,sediment,sample,6.0,7.495672943917766,<1.7869220549759781,<9.758418805395854,380.6130360006342,<4.26929417764139,55317.800247656705,<nan,1797.0,64.35200685730084,<61.11209177967383,26.812427507040116,70277.6930017915,-4.0,7847.064008692592,1766.5499305008168,<2.4797694423678664,297.4305889572903,3517.1479154176654,16.335728189891878,32.62568713563365,<1888.1967632959377,<nan,<5.342780803987754,865.8990452047789,15233.572281640725,5.434047796249161,237.23993414549128,113.05474647842065,<1868.0650950673244,43.33618637278956,2.0,12.1,0.8,54.77539370895232,59.53147886722127,74.63013698630135,2.989225415416821,19.990328956430098,-1.2998089681613614,
149,169,169,GR1-006,2021-10-31,group 2,soil,sample,-0.2,14.623209074154166,3.4547712306993645,<9.758418805395854,472.7597285311873,<4.26929417764139,7400.717712310829,<nan,414.0,<30.441780568272534,<61.11209177967383,13.53151727855281,27901.30781025893,-6.0,9637.725086894037,340.3614127572471,<2.4797694423678664,53.60283913869212,866.9685898078417,61.14276414077252,56.94242816207424,<1888.1967632959377,<nan,<5.342780803987754,323.90477468593224,3070.180947737328,5.311661766701343,46.58451745394548,69.61882362590735,6247.648435221074,23.031029973077324,6.2,9.5,2.3,12.161658419132216,31.255929059994806,88.6027397260274,-0.3933817279595273,21.253100460344683,-14.982334722453743,
150,170,170,TE2-W12,2021-10-31,group 2,sediment,sample,6.7,8.6835956322905,1.8381993642143506,<9.758418805395854,522.0474943033436,<4.26929417764139,64788.26557876052,<nan,2136.0,53.1933437987622,<61.11209177967383,21.19773375190727,74324.45757414906,-17.7,9044.462880823248,2089.2714362727284,<2.4797694423678664,272.097835729384,5381.536573110683,12.279512303812156,22.261174566986828,<1888.1967632959377,<nan,<5.342780803987754,1843.8452289670456,16268.722086205544,5.189275737153523,281.7261980401853,132.34096704999993,2346.879797474686,116.13233218877922,1.5,16.9,1.1,95.83953862459715,223.12573132331724,-8.65753424657538,5.50818818176091,34.933125086085994,15.492381730288383,
151,171,171,GR1-005,2021-10-31,group 2,soil,sample,0.85,6.723523196475489,1.8381993642143506,,609.9082941580571,,12369.250958569406,,775.5,,,17.256650635323638,33818.31555367992,-3.9,11247.749301943582,2794.347769535273,3.7082463873851235,12.437115143344375,1118.396397745938,31.381459209187586,58.03867468375803,,,,390.31513984832054,3328.9683988785328,5.066889707605705,96.63156433547626,100.97989533795364,2644.39604950619,12.662439471096604,3.2,8.0,1.15,49.517854939429064,64.58068418994029,90.3835616438356,2.737329138782412,20.726945667046937,-5.342373395565929,
152,172,172,TE2-030F,2021-10-31,group 2,soil,field duplicate,-0.5,22.938667892763302,5.0713430971843785,<9.758418805395854,385.9704018454338,<4.26929417764139,9757.895950031616,<nan,940.0,<30.441780568272534,<61.11209177967383,19.146211033685653,39925.68960042107,-7.8,9100.043454100756,661.0784371268481,3.9163908797184708,123.26791051543445,874.7403766864629,57.18087885669465,64.61615381386083,<1888.1967632959377,<nan,<5.342780803987754,425.66259227346274,4484.936498011484,<4.808030478491732,81.53801051406222,114.48024973805911,4065.8625869900434,38.907934179235305,7.7,10.5,2.9,18.027964835652906,37.314975447257616,91.06849315068493,-0.8252039164756569,16.622938279324547,4.297587931321887,
153,173,173,GR1-050,2021-10-31,group 2,soil,sample,2.1,13.435286385781433,3.4547712306993645,<9.758418805395854,437.40111395550997,<4.26929417764139,18299.553945700387,<nan,1118.0,<30.441780568272534,<61.11209177967383,14.503291197710416,44936.13070380836,-6.2,6862.321243015011,793.3742096793086,2.875668418051732,135.9342871293876,2025.3849313104317,36.42814641628678,39.40248381513348,<1888.1967632959377,<nan,<5.342780803987754,707.3710767526261,5488.833620700634,4.944503678057887,97.42596190502437,94.43935097020066,3294.524155797255,26.3792206560086,5.1,10.9,0.8,20.35235039691582,48.42322715723944,86.68493150684931,1.549818120363056,24.620491137450237,-9.384937822970496,
154,174,174,GR1-025,2021-10-31,group 2,soil,sample,3.4,15.8111317625269,<1.7869220549759781,<9.758418805395854,575.6211527513395,<4.26929417764139,11693.88789605276,<nan,647.0,<30.441780568272534,<61.11209177967383,12.991642879020805,34235.852312295516,-19.0,11672.457378183668,538.8050715859378,<2.4797694423678664,116.93472220845787,1149.063448672389,73.31141179901167,64.91513013795641,<1888.1967632959377,<nan,<5.342780803987754,1158.3188789036822,7828.211198174441,10.08471691906628,124.43547926966002,74.65001160110195,6423.954362350854,97.66328035712604,3.7,17.4,2.0,18.802760022740546,43.374021834520434,80.3835616438356,6.011980735029728,22.726333881578363,-9.384937822970496,
155,175,175,TE2-W04,2021-10-31,group 2,sediment,sample,1.0,12.128571428571426,<1.7869220549759781,<9.758418805395854,601.3365088063777,<4.26929417764139,15261.885160172696,<nan,550.0,<30.441780568272534,<61.11209177967383,17.41861295518324,29073.964238711276,-4.0,11752.203418103569,1204.29289715286,3.7082463873851235,25.103491757297526,1165.6572638997154,21.240919493988287,61.82570812230206,<1888.1967632959377,<nan,<5.342780803987754,442.80075102504685,3474.1790305203576,7.636996328109902,81.53801051406222,164.20515755956566,4176.053791446156,20.870906951831344,1.7,9.4,0.6,38.50469478011192,48.42322715723944,81.20547945205479,5.292277087502845,19.35894320447281,3.0537219536589433,
156,176,176,TE2-029,2021-10-31,group 2,soil,sample,1.2,55.60654182301347,3.4547712306993645,,497.93934800174543,,10663.995850609805,,561.5,,,77.77657082286133,30223.353674535596,-5.199999999999999,9258.9313972745,535.7983494824728,,42.519759601483116,1124.592822419433,69.11370000992918,55.44754654159633,,,,374.7836834796975,3151.742824827487,,52.14530044078222,94.35549783728075,3603.05952827437,20.438882347582144,4.85,8.7,1.25,15.426866707572977,27.721485334091497,91.20547945205479,1.1899662965996145,21.884486212301972,-5.342373395565929,
157,177,177,GR1-056,2021-10-31,group 2,soil,sample,0.6,10.584271933686873,1.8381993642143506,<9.758418805395854,481.33151388286666,<4.26929417764139,9031.258034612405,<nan,654.0,<30.441780568272534,<61.11209177967383,7.808848643513563,35292.59681383735,-3.8,10692.547705834564,328.334524343387,<2.4797694423678664,113.76812805496958,1410.5735747232911,24.353829360049463,50.86324290546409,<1888.1967632959377,<nan,<5.342780803987754,418.1646478196447,4685.411018335893,<4.808030478491732,70.41644454038871,54.860672232003225,4969.430463530167,26.2712145049463,4.3,11.3,1.3,11.497548258771381,34.28545225362621,88.87671232876711,0.6142033785781084,13.045085684899897,0.5659899983330554,
158,178,178,TE2-W11,2021-10-31,group 2,sediment,sample,3.7,3.6943203411250196,1.8381993642143506,<9.758418805395854,580.9785185961391,<4.26929417764139,34387.40529282956,<nan,776.0,<30.441780568272534,<61.11209177967383,10.940120160799188,34305.23025394999,-3.8,12239.137570947822,879.5669099786389,<2.4797694423678664,113.76812805496958,2526.3501125404728,13.883132537843673,43.08985847897898,<1888.1967632959377,<nan,<5.342780803987754,689.161783079068,7579.7142642362,<4.808030478491732,124.43547926966002,59.55644767551818,<1868.0650950673244,25.083146843261005,1.2,10.3,0.2,30.20331777560151,44.38386289906423,77.91780821917807,5.652128911266287,24.199567302812042,-6.897205867644608,
159,179,179,GR1-063,2021-10-31,group 2,soil,sample,1.6,25.31451326950877,3.4547712306993645,<9.758418805395854,338.82558241119733,<4.26929417764139,37634.56847735915,<nan,2564.0,60.765293731342,<61.11209177967383,24.6529299089121,82688.72990580842,-8.3,<2772.1587834927814,1233.357877486355,<2.4797694423678664,325.92993633868485,3077.30678774651,52.74734056260751,19.371070100729547,4208.385346682286,<nan,<5.342780803987754,1796.7152924001894,10682.876896329997,6.413136032631712,210.23041678085562,145.7574683171855,<1868.0650950673244,55.21686298964247,5.5,10.9,2.3,40.27565520774081,63.57084312539648,63.39726027397259,-2.76840376479824,25.041414972088425,-17.47006667777963,
160,180,180,GR1-W10F,2021-10-31,group 2,sediment,field duplicate,1.3,11.059441009035966,2.377056653042689,<9.758418805395854,467.4023626863877,<4.26929417764139,21083.778458309684,<nan,899.0,<30.441780568272534,<61.11209177967383,26.38052798741451,37452.619802177054,-6.1,8729.103541139997,2282.7038915956437,<2.4797694423678664,91.60196898055158,1876.2506425585116,33.5038977542293,52.05914820184642,<1888.1967632959377,<nan,<5.342780803987754,814.4845689500265,4481.1251953437195,6.045977943988255,102.192347322313,165.04368888876476,2236.6885930185726,34.47968198568103,4.4,6.7,1.0,74.25595841287009,70.6397305772031,77.64383561643835,1.1179959318469264,22.726333881578363,-8.763004834139025,
161,181,181,GR1-031,2021-10-31,group 2,soil,sample,1.5499999999999998,21.75074520439057,,,323.28922146127854,,10472.447650123793,,1054.5,,,17.742537594902444,40165.551142604505,-17.6,7462.833089078517,1470.8889236600908,11.825881588385682,91.60196898055158,1052.2311851306495,73.68873420701908,61.27758486146016,,,,291.2351595657251,3801.951059948098,7.514610298562083,89.48198620954328,197.32714506293007,4451.531802586437,82.92044073712222,6.5,12.45,2.2,24.724408952624636,54.482273544502256,77.23287671232876,1.0820107494705824,18.096171700558227,-17.47006667777963,
162,182,182,TE2-040,2021-10-31,group 2,soil,sample,0.0,11.059441009035966,3.4547712306993645,<9.758418805395854,460.9735236726282,<4.26929417764139,7278.39056324328,<nan,668.0,<30.441780568272534,<61.11209177967383,<5.988465004863517,29601.067380793393,-3.0,8276.001041595098,168.97825285974145,2.6675239257183847,88.43537482706328,1103.0628722827123,43.219949760420256,37.508967095861465,<1888.1967632959377,<nan,<5.342780803987754,365.67903664291845,4967.447415750461,<4.808030478491732,68.82764940129249,<34.1266135646,6445.992603242075,25.29915914538561,5.6,12.1,1.7,10.390697991503327,33.27561118908241,89.42465753424656,0.9020848375888616,24.410029220131136,10.516917819636607,
163,183,183,TE2-001,2021-10-31,group 2,soil,sample,2.5,19.374899827645102,<1.7869220549759781,<9.758418805395854,353.82620677663624,<4.26929417764139,13875.266638107609,<nan,1249.0,<30.441780568272534,<61.11209177967383,23.89710574956729,46662.11852057805,-12.5,9717.47112681394,872.5512250705539,5.7896913107186005,123.26791051543445,1051.8110885426158,79.44290092913218,53.05573594883169,<1888.1967632959377,<nan,<5.342780803987754,533.8472193928372,5842.522508269173,5.923591914440438,116.49150357417895,136.53362369599543,4837.201018182832,63.857355074626405,5.0,14.5,1.5,43.48552098281816,58.52163780267746,81.20547945205479,-0.6092928222175922,21.884486212301972,4.297587931321887,
164,184,184,GR1-051,2021-10-31,group 2,soil,sample,4.4,20.562822516017835,2.377056653042689,<9.758418805395854,360.25504579039574,<4.26929417764139,24051.859943469604,<nan,2300.0,44.82434650485821,<61.11209177967383,27.46027678647852,76473.48162051916,-8.7,3279.790813280002,2550.3021588040297,<2.4797694423678664,253.09827080845426,3908.257838876926,68.78354290292268,31.13080551515574,3671.5619796033216,<nan,<5.342780803987754,804.8443546522606,10956.528427875484,<4.808030478491732,237.23993414549128,253.08947845467011,<1868.0650950673244,46.36035860253394,3.3,13.4,0.9,30.97811296268915,55.492114609046055,72.986301369863,2.1975514031372505,20.832176625706488,-16.84813368894816,
165,185,185,TE2-050,2021-10-31,group 2,soil,sample,0.8,14.623209074154166,<1.7869220549759781,<9.758418805395854,481.33151388286666,<4.26929417764139,18090.792044597085,<nan,1373.0,<30.441780568272534,<61.11209177967383,16.66278879583843,48067.44487531062,-4.5,9110.917914089834,1645.2788056610614,<2.4797694423678664,142.26747543636418,1686.1569364733177,45.672545412468466,59.23457998014036,<1888.1967632959377,<nan,<5.342780803987754,610.9689337749655,7699.389168004003,<4.808030478491732,135.55704524333353,145.7574683171855,3008.027024211362,32.53557126655964,3.7,11.1,1.3,22.344680877998325,44.38386289906423,84.76712328767123,0.6142033785781084,22.094948129621073,-9.384937822970496,
166,186,186,GR1-010F,2021-10-31,group 2,soil,field duplicate,1.2,25.31451326950877,2.377056653042689,<9.758418805395854,424.5434359279909,<4.26929417764139,10018.665201936092,<nan,501.0,<30.441780568272534,<61.11209177967383,21.845583031345676,30970.85869223953,-6.7,6265.434216947862,357.3995046768821,<2.4797694423678664,116.93472220845787,1137.9308890894993,126.1365489200499,56.84276938737571,<1888.1967632959377,<nan,<5.342780803987754,441.72961610307283,5334.856992922952,7.759382357657719,91.07078134863949,85.80247827944996,5895.036580961512,46.792383206783136,6.4,12.0,1.0,24.004956278900405,35.29529331817001,86.13698630136986,2.557403226900692,23.357719633535652,-1.2998089681613614,
167,187,187,GR1-057,2021-10-31,group 2,soil,sample,3.9,12.2473636974087,<1.7869220549759781,<9.758418805395854,306.6813873423998,<4.26929417764139,36981.91284969936,<nan,2773.0,77.50328831914997,<61.11209177967383,16.23088927621283,86707.57408701234,-11.7,7477.332369063954,1340.5976325099405,<2.4797694423678664,382.928631101474,4311.760611683178,29.636343072153288,26.64616065372202,<1888.1967632959377,<nan,<5.342780803987754,898.033092863999,18087.47571926273,<4.808030478491732,340.5116181867453,179.29872148514946,2985.988783320139,73.79392097235794,2.4,10.8,0.9,58.427999590936906,78.7184590935535,49.69863013698628,1.6217884851157445,22.305410046940167,0.5659899983330554,
168,188,188,TE2-050F,2021-10-31,group 2,soil,field duplicate,2.2,9.871518320663233,3.4547712306993645,<9.758418805395854,500.6180309241452,<4.26929417764139,23407.994290593106,<nan,1947.0,<30.441780568272534,<61.11209177967383,14.287341437897615,60117.208839248786,-8.7,9388.820780477372,1414.7634443954107,2.7715961718850584,205.59935850612993,1733.627850921112,15.95840578188446,56.344475513883076,<1888.1967632959377,<nan,<5.342780803987754,664.5256798736658,10372.636859173974,<4.808030478491732,192.75367025079728,167.55928287636206,4043.8243460988206,42.68814946641577,3.5,12.4,1.4,24.77975146598804,45.39370396360803,81.75342465753424,1.549818120363056,16.833400196643645,5.541453908984831,
169,189,189,GR1-055,2021-10-31,group 2,soil,sample,1.0,6.070165717870486,3.993628519527703,<9.758418805395854,538.1195918377424,<4.26929417764139,15706.511384627798,<nan,982.0,<30.441780568272534,<61.11209177967383,13.74746703836561,37154.802296538364,-5.2,10456.934406071216,908.631890312134,<2.4797694423678664,101.10175144101643,920.3208564881061,32.183269326203344,46.97655069222154,<1888.1967632959377,<nan,<5.342780803987754,482.432743138085,5472.063888962471,<4.808030478491732,94.24837162683193,83.95770935521193,4991.46870442139,23.463054577326517,2.6,10.8,0.8,13.932618846761105,<20.559599300125416,82.57534246575341,2.6293735916533802,27.987881814555784,1.8098559759959993,
170,190,190,GR1-060,2021-10-31,group 2,soil,sample,5.7,28.87828133462697,5.610200386012717,<9.758418805395854,450.25879198302897,<4.26929417764139,25198.219154791244,<nan,2522.0,62.75791213465247,<61.11209177967383,31.995221742547354,89332.09085545331,-22.4,6696.787796514607,2043.1683640195977,<2.4797694423678664,325.92993633868485,2199.9350636383833,74.63204022703762,100.09467760653645,3542.2282971057493,<nan,<5.342780803987754,1165.8168233575002,9707.183413382303,11.553349273640107,200.69764594627836,276.56835567224493,3316.562396688477,122.07267049720566,5.1,11.4,1.6,58.76005467111732,108.00384996532378,38.73972602739724,0.11041082530929058,21.253100460344683,-6.275272878813137,
171,191,191,GR1-061,2021-10-31,group 2,soil,sample,2.95,20.562822516017835,2.9159139418710267,,456.15189441230854,,33742.440893105144,,1854.5,30.47749400102279,,16.608801355885234,64325.57325131369,-7.5,,2316.7800754349137,,215.0991409665948,1549.5205212153967,51.23805093057785,20.118510910968496,,,,2302.826543032907,10908.887144528428,6.045977943988255,165.7441528861616,215.3555686407107,,57.4309890864196,3.0,15.8,0.65,34.0772937110397,59.02655833494937,68.05479452054794,2.161566220760906,23.778643468173847,-8.141071845307552,
172,197,197,oreas504b,2021-11-04,group 1,standard,standard,,11.0,<1.7869220549759781,53.0,653.0,13.0,<1432.6020872593424,<nan,,<30.441780568272534,<61.11209177967383,<5.988465004863517,86434.0,1.0,<2772.1587834927814,<95.17841694569336,<2.4797694423678664,<-87.9928841881601,<644.9313652728606,18.0,97.0,<1888.1967632959377,<nan,<5.342780803987754,404.0,<2040.0531359708095,<4.808030478491732,<28.595683828969484,191.0,<1868.0650950673244,8.3,-0.5,12.0,-1.4,14.0,<20.559599300125416,-18.0,<-5.108256281669303,58.0,<-38.65719627635104,
173,198,198,oreas45d,2021-11-04,group 1,standard,standard,1.6,11.0,6.0,57.0,190.0,30.6,2048.0,<nan,,<30.441780568272534,<61.11209177967383,350.0,<3728.128329156112,-1.1,7322.0,556.0,<2.4797694423678664,-58.0,<644.9313652728606,21.3,41.0,2627.0,<nan,<5.342780803987754,29.9,12150.0,4.9,187.0,41.7,<1868.0650950673244,25.4,1.3,13.1,0.4,29.4,<20.559599300125416,33.0,<-5.108256281669303,<6.358067233908441,-15.0,
